rep	fold	n	n_pos	n_neg	stratum
POS_DRAMP_DRAMP02365	train	2	2	0	pos_only
POS_DRAMP_DRAMP02366	train	1	1	0	pos_only
POS_DRAMP_DRAMP02368	train	1	1	0	pos_only
POS_DRAMP_DRAMP02369	val	10	10	0	pos_only
POS_DRAMP_DRAMP02370	train	1	1	0	pos_only
POS_DRAMP_DRAMP02371	train	8	8	0	pos_only
POS_DRAMP_DRAMP02375	train	1	1	0	pos_only
POS_DRAMP_DRAMP02376	train	1	1	0	pos_only
POS_DRAMP_DRAMP02378	train	1	1	0	pos_only
POS_DRAMP_DRAMP02380	train	2	2	0	pos_only
POS_DRAMP_DRAMP02387	train	1	1	0	pos_only
POS_DRAMP_DRAMP02389	test	1	1	0	pos_only
POS_DRAMP_DRAMP02390	train	1	1	0	pos_only
POS_DRAMP_DRAMP02391	train	4	4	0	pos_only
POS_DRAMP_DRAMP02395	train	1	1	0	pos_only
POS_DRAMP_DRAMP02396	test	1	1	0	pos_only
POS_DRAMP_DRAMP02397	test	1	1	0	pos_only
POS_DRAMP_DRAMP02398	train	1	1	0	pos_only
POS_DRAMP_DRAMP02399	test	1	1	0	pos_only
POS_DRAMP_DRAMP02400	train	1	1	0	pos_only
POS_DRAMP_DRAMP02402	test	1	1	0	pos_only
POS_DRAMP_DRAMP02403	train	1	1	0	pos_only
POS_DRAMP_DRAMP02406	train	1	1	0	pos_only
POS_DRAMP_DRAMP02407	test	1	1	0	pos_only
POS_DRAMP_DRAMP02408	test	2	2	0	pos_only
POS_DRAMP_DRAMP02411	train	2	2	0	pos_only
POS_DRAMP_DRAMP02423	train	2	2	0	pos_only
POS_DRAMP_DRAMP02425	val	1	1	0	pos_only
POS_DRAMP_DRAMP02430	train	11	11	0	pos_only
POS_DRAMP_DRAMP02432	train	1	1	0	pos_only
POS_DRAMP_DRAMP02433	train	2	2	0	pos_only
POS_DRAMP_DRAMP02435	train	1	1	0	pos_only
POS_DRAMP_DRAMP02436	test	1	1	0	pos_only
POS_DRAMP_DRAMP02437	train	1	1	0	pos_only
POS_DRAMP_DRAMP02438	train	1	1	0	pos_only
POS_DRAMP_DRAMP02440	train	1	1	0	pos_only
POS_DRAMP_DRAMP02441	train	1	1	0	pos_only
POS_DRAMP_DRAMP02443	test	1	1	0	pos_only
POS_DRAMP_DRAMP02445	train	1	1	0	pos_only
POS_DRAMP_DRAMP02446	train	1	1	0	pos_only
POS_DRAMP_DRAMP02447	train	1	1	0	pos_only
POS_DRAMP_DRAMP02448	train	1	1	0	pos_only
POS_DRAMP_DRAMP02449	val	1	1	0	pos_only
POS_DRAMP_DRAMP02450	train	1	1	0	pos_only
POS_DRAMP_DRAMP02451	train	1	1	0	pos_only
POS_DRAMP_DRAMP02452	train	1	1	0	pos_only
POS_DRAMP_DRAMP02454	train	3	3	0	pos_only
POS_DRAMP_DRAMP02456	train	1	1	0	pos_only
POS_DRAMP_DRAMP02462	test	2	2	0	pos_only
POS_DRAMP_DRAMP02464	train	1	1	0	pos_only
POS_DRAMP_DRAMP02466	val	1	1	0	pos_only
POS_DRAMP_DRAMP02467	train	10	10	0	pos_only
POS_DRAMP_DRAMP02468	train	1	1	0	pos_only
POS_DRAMP_DRAMP02469	test	2	1	1	mixed
POS_DRAMP_DRAMP02471	train	1	1	0	pos_only
POS_DRAMP_DRAMP02472	train	1	1	0	pos_only
POS_DRAMP_DRAMP02477	train	3	3	0	pos_only
POS_DRAMP_DRAMP02478	test	1	1	0	pos_only
POS_DRAMP_DRAMP02487	train	18	18	0	pos_only
POS_DRAMP_DRAMP02513	train	1	1	0	pos_only
POS_DRAMP_DRAMP02516	train	2	2	0	pos_only
POS_DRAMP_DRAMP02517	train	24	24	0	pos_only
POS_DRAMP_DRAMP02518	train	13	13	0	pos_only
POS_DRAMP_DRAMP02522	train	1	1	0	pos_only
POS_DRAMP_DRAMP02524	train	9	9	0	pos_only
POS_DRAMP_DRAMP02525	train	1	1	0	pos_only
POS_DRAMP_DRAMP02526	test	3	3	0	pos_only
POS_DRAMP_DRAMP02530	train	10	10	0	pos_only
POS_DRAMP_DRAMP02533	test	1	1	0	pos_only
POS_DRAMP_DRAMP02545	train	1	1	0	pos_only
POS_DRAMP_DRAMP02549	train	1	1	0	pos_only
POS_DRAMP_DRAMP02551	train	5	5	0	pos_only
POS_DRAMP_DRAMP02552	train	2	2	0	pos_only
POS_DRAMP_DRAMP02553	test	3	3	0	pos_only
POS_DRAMP_DRAMP02556	train	1	1	0	pos_only
POS_DRAMP_DRAMP02558	test	1	1	0	pos_only
POS_DRAMP_DRAMP02560	test	4	4	0	pos_only
POS_DRAMP_DRAMP02565	test	1	1	0	pos_only
POS_DRAMP_DRAMP02569	train	19	19	0	pos_only
POS_DRAMP_DRAMP02584	test	3	3	0	pos_only
POS_DRAMP_DRAMP02594	train	5	5	0	pos_only
POS_DRAMP_DRAMP02595	train	2	2	0	pos_only
POS_DRAMP_DRAMP02597	test	5	5	0	pos_only
POS_DRAMP_DRAMP02602	train	1	1	0	pos_only
POS_DRAMP_DRAMP02603	train	2	2	0	pos_only
POS_DRAMP_DRAMP02610	train	15	15	0	pos_only
POS_DRAMP_DRAMP02614	train	8	8	0	pos_only
POS_DRAMP_DRAMP02616	train	6	6	0	pos_only
POS_DRAMP_DRAMP02617	train	8	8	0	pos_only
POS_DRAMP_DRAMP02620	train	9	9	0	pos_only
POS_DRAMP_DRAMP02623	train	12	12	0	pos_only
POS_DRAMP_DRAMP02639	train	1	1	0	pos_only
POS_DRAMP_DRAMP02640	train	1	1	0	pos_only
POS_DRAMP_DRAMP02641	test	2	2	0	pos_only
POS_DRAMP_DRAMP02642	test	5	5	0	pos_only
POS_DRAMP_DRAMP02643	train	2	2	0	pos_only
POS_DRAMP_DRAMP02645	val	2	2	0	pos_only
POS_DRAMP_DRAMP02649	train	1	1	0	pos_only
POS_DRAMP_DRAMP02650	val	1	1	0	pos_only
POS_DRAMP_DRAMP02651	val	3	3	0	pos_only
POS_DRAMP_DRAMP02656	train	20	20	0	pos_only
POS_DRAMP_DRAMP02668	val	2	2	0	pos_only
POS_DRAMP_DRAMP02678	train	4	4	0	pos_only
POS_DRAMP_DRAMP02680	train	4	4	0	pos_only
POS_DRAMP_DRAMP02681	train	2	2	0	pos_only
POS_DRAMP_DRAMP02682	train	3	3	0	pos_only
POS_DRAMP_DRAMP02687	train	4	4	0	pos_only
POS_DRAMP_DRAMP02695	train	4	4	0	pos_only
POS_DRAMP_DRAMP02737	train	6	6	0	pos_only
POS_DRAMP_DRAMP02739	train	2	2	0	pos_only
POS_DRAMP_DRAMP02741	train	1	1	0	pos_only
POS_DRAMP_DRAMP02747	test	1	1	0	pos_only
POS_DRAMP_DRAMP02748	train	1	1	0	pos_only
POS_DRAMP_DRAMP02751	train	2	2	0	pos_only
POS_DRAMP_DRAMP02753	train	5	5	0	pos_only
POS_DRAMP_DRAMP02759	train	2	2	0	pos_only
POS_DRAMP_DRAMP02760	train	2	2	0	pos_only
POS_DRAMP_DRAMP02764	val	2	2	0	pos_only
POS_DRAMP_DRAMP02766	test	13	13	0	pos_only
POS_DRAMP_DRAMP02767	train	1	1	0	pos_only
POS_DRAMP_DRAMP02768	train	3	3	0	pos_only
POS_DRAMP_DRAMP02770	train	1	1	0	pos_only
POS_DRAMP_DRAMP02771	train	1	1	0	pos_only
POS_DRAMP_DRAMP02772	val	1	1	0	pos_only
POS_DRAMP_DRAMP02773	train	1	1	0	pos_only
POS_DRAMP_DRAMP02778	train	1	1	0	pos_only
POS_DRAMP_DRAMP02781	train	8	8	0	pos_only
POS_DRAMP_DRAMP02790	train	1	1	0	pos_only
POS_DRAMP_DRAMP02792	val	1	1	0	pos_only
POS_DRAMP_DRAMP02793	train	5	5	0	pos_only
POS_DRAMP_DRAMP02799	train	1	1	0	pos_only
POS_DRAMP_DRAMP02800	test	1	1	0	pos_only
POS_DRAMP_DRAMP02801	val	1	1	0	pos_only
POS_DRAMP_DRAMP02802	val	1	1	0	pos_only
POS_DRAMP_DRAMP02803	test	3	3	0	pos_only
POS_DRAMP_DRAMP02807	train	1	1	0	pos_only
POS_DRAMP_DRAMP02810	train	4	4	0	pos_only
POS_DRAMP_DRAMP02812	train	1	1	0	pos_only
POS_DRAMP_DRAMP02813	val	2	2	0	pos_only
POS_DRAMP_DRAMP02817	train	25	25	0	pos_only
POS_DRAMP_DRAMP02818	train	1	1	0	pos_only
POS_DRAMP_DRAMP02819	test	2	2	0	pos_only
POS_DRAMP_DRAMP02822	train	1	1	0	pos_only
POS_DRAMP_DRAMP02825	train	1	1	0	pos_only
POS_DRAMP_DRAMP02826	train	1	1	0	pos_only
POS_DRAMP_DRAMP02827	train	1	1	0	pos_only
POS_DRAMP_DRAMP02830	val	1	1	0	pos_only
POS_DRAMP_DRAMP02833	train	1	1	0	pos_only
POS_DRAMP_DRAMP02834	val	2	2	0	pos_only
POS_DRAMP_DRAMP02835	train	1	1	0	pos_only
POS_DRAMP_DRAMP02836	train	1	1	0	pos_only
POS_DRAMP_DRAMP02842	test	1	1	0	pos_only
POS_DRAMP_DRAMP02844	test	11	11	0	pos_only
POS_DRAMP_DRAMP02845	val	2	2	0	pos_only
POS_DRAMP_DRAMP02846	train	1	1	0	pos_only
POS_DRAMP_DRAMP02850	val	1	1	0	pos_only
POS_DRAMP_DRAMP02852	train	34	34	0	pos_only
POS_DRAMP_DRAMP02855	train	10	10	0	pos_only
POS_DRAMP_DRAMP02874	train	1	1	0	pos_only
POS_DRAMP_DRAMP02890	train	10	10	0	pos_only
POS_DRAMP_DRAMP02895	train	13	13	0	pos_only
POS_DRAMP_DRAMP02902	train	4	4	0	pos_only
POS_DRAMP_DRAMP02904	train	1	1	0	pos_only
POS_DRAMP_DRAMP02907	train	12	12	0	pos_only
POS_DRAMP_DRAMP02912	test	7	7	0	pos_only
POS_DRAMP_DRAMP02914	val	1	1	0	pos_only
POS_DRAMP_DRAMP02916	train	1	1	0	pos_only
POS_DRAMP_DRAMP02921	train	4	4	0	pos_only
POS_DRAMP_DRAMP02925	test	10	10	0	pos_only
POS_DRAMP_DRAMP02928	val	1	1	0	pos_only
POS_DRAMP_DRAMP02930	test	1	1	0	pos_only
POS_DRAMP_DRAMP02931	train	1	1	0	pos_only
POS_DRAMP_DRAMP02932	train	1	1	0	pos_only
POS_DRAMP_DRAMP02937	train	1	1	0	pos_only
POS_DRAMP_DRAMP02941	test	2	2	0	pos_only
POS_DRAMP_DRAMP02943	train	2	2	0	pos_only
POS_DRAMP_DRAMP02945	val	1	1	0	pos_only
POS_DRAMP_DRAMP02949	train	6	6	0	pos_only
POS_DRAMP_DRAMP02951	val	1	1	0	pos_only
POS_DRAMP_DRAMP02952	train	1	1	0	pos_only
POS_DRAMP_DRAMP02953	train	2	2	0	pos_only
POS_DRAMP_DRAMP02955	val	1	1	0	pos_only
POS_DRAMP_DRAMP02956	test	1	1	0	pos_only
POS_DRAMP_DRAMP02958	train	3	3	0	pos_only
POS_DRAMP_DRAMP02959	train	1	1	0	pos_only
POS_DRAMP_DRAMP02960	val	10	10	0	pos_only
POS_DRAMP_DRAMP02962	train	12	12	0	pos_only
POS_DRAMP_DRAMP02967	train	1	1	0	pos_only
POS_DRAMP_DRAMP02968	val	2	2	0	pos_only
POS_DRAMP_DRAMP02973	test	6	6	0	pos_only
POS_DRAMP_DRAMP02984	val	1	1	0	pos_only
POS_DRAMP_DRAMP02987	test	2	2	0	pos_only
POS_DRAMP_DRAMP02989	train	25	25	0	pos_only
POS_DRAMP_DRAMP02992	train	1	1	0	pos_only
POS_DRAMP_DRAMP02995	test	1	1	0	pos_only
POS_DRAMP_DRAMP02999	train	1	1	0	pos_only
POS_DRAMP_DRAMP03000	train	1	1	0	pos_only
POS_DRAMP_DRAMP03001	train	1	1	0	pos_only
POS_DRAMP_DRAMP03003	train	5	5	0	pos_only
POS_DRAMP_DRAMP03004	val	2	2	0	pos_only
POS_DRAMP_DRAMP03007	val	1	1	0	pos_only
POS_DRAMP_DRAMP03008	train	3	3	0	pos_only
POS_DRAMP_DRAMP03011	train	1	1	0	pos_only
POS_DRAMP_DRAMP03012	train	1	1	0	pos_only
POS_DRAMP_DRAMP03013	train	2	2	0	pos_only
POS_DRAMP_DRAMP03014	train	1	1	0	pos_only
POS_DRAMP_DRAMP03017	train	1	1	0	pos_only
POS_DRAMP_DRAMP03018	train	1	1	0	pos_only
POS_DRAMP_DRAMP03019	val	5	5	0	pos_only
POS_DRAMP_DRAMP03020	train	12	12	0	pos_only
POS_DRAMP_DRAMP03021	train	14	14	0	pos_only
POS_DRAMP_DRAMP03022	train	4	4	0	pos_only
POS_DRAMP_DRAMP03023	val	2	2	0	pos_only
POS_DRAMP_DRAMP03024	train	1	1	0	pos_only
POS_DRAMP_DRAMP03025	train	2	2	0	pos_only
POS_DRAMP_DRAMP03026	train	1	1	0	pos_only
POS_DRAMP_DRAMP03028	train	4	4	0	pos_only
POS_DRAMP_DRAMP03029	test	2	2	0	pos_only
POS_DRAMP_DRAMP03031	val	1	1	0	pos_only
POS_DRAMP_DRAMP03033	train	1	1	0	pos_only
POS_DRAMP_DRAMP03034	val	1	1	0	pos_only
POS_DRAMP_DRAMP03035	train	1	1	0	pos_only
POS_DRAMP_DRAMP03037	val	2	2	0	pos_only
POS_DRAMP_DRAMP03038	train	1	1	0	pos_only
POS_DRAMP_DRAMP03040	train	2	2	0	pos_only
POS_DRAMP_DRAMP03042	train	1	1	0	pos_only
POS_DRAMP_DRAMP03044	train	1	1	0	pos_only
POS_DRAMP_DRAMP03046	train	1	1	0	pos_only
POS_DRAMP_DRAMP03047	train	1	1	0	pos_only
POS_DRAMP_DRAMP03048	test	1	1	0	pos_only
POS_DRAMP_DRAMP03049	train	1	1	0	pos_only
POS_DRAMP_DRAMP03052	train	1	1	0	pos_only
POS_DRAMP_DRAMP03053	test	1	1	0	pos_only
POS_DRAMP_DRAMP03054	test	1	1	0	pos_only
POS_DRAMP_DRAMP03055	train	1	1	0	pos_only
POS_DRAMP_DRAMP03056	train	1	1	0	pos_only
POS_DRAMP_DRAMP03062	train	1	1	0	pos_only
POS_DRAMP_DRAMP03063	train	22	22	0	pos_only
POS_DRAMP_DRAMP03064	train	11	11	0	pos_only
POS_DRAMP_DRAMP03068	val	1	1	0	pos_only
POS_DRAMP_DRAMP03069	train	1	1	0	pos_only
POS_DRAMP_DRAMP03083	train	1	1	0	pos_only
POS_DRAMP_DRAMP03086	test	3	3	0	pos_only
POS_DRAMP_DRAMP03087	val	5	5	0	pos_only
POS_DRAMP_DRAMP03097	train	2	2	0	pos_only
POS_DRAMP_DRAMP03098	train	3	3	0	pos_only
POS_DRAMP_DRAMP03099	train	1	1	0	pos_only
POS_DRAMP_DRAMP03105	train	1	1	0	pos_only
POS_DRAMP_DRAMP03107	train	1	1	0	pos_only
POS_DRAMP_DRAMP03111	train	7	7	0	pos_only
POS_DRAMP_DRAMP03113	train	1	1	0	pos_only
POS_DRAMP_DRAMP03116	test	1	1	0	pos_only
POS_DRAMP_DRAMP03126	test	1	1	0	pos_only
POS_DRAMP_DRAMP03141	train	1	1	0	pos_only
POS_DRAMP_DRAMP03142	val	1	1	0	pos_only
POS_DRAMP_DRAMP03143	train	2	2	0	pos_only
POS_DRAMP_DRAMP03149	val	18	18	0	pos_only
POS_DRAMP_DRAMP03153	test	1	1	0	pos_only
POS_DRAMP_DRAMP03155	train	1	1	0	pos_only
POS_DRAMP_DRAMP03175	train	1	1	0	pos_only
POS_DRAMP_DRAMP03176	val	5	5	0	pos_only
POS_DRAMP_DRAMP03180	train	2	2	0	pos_only
POS_DRAMP_DRAMP03181	val	2	2	0	pos_only
POS_DRAMP_DRAMP03195	test	1	1	0	pos_only
POS_DRAMP_DRAMP03206	test	1	1	0	pos_only
POS_DRAMP_DRAMP03207	test	1	1	0	pos_only
POS_DRAMP_DRAMP03208	test	3	3	0	pos_only
POS_DRAMP_DRAMP03216	train	1	1	0	pos_only
POS_DRAMP_DRAMP03217	train	2	2	0	pos_only
POS_DRAMP_DRAMP03218	train	4	4	0	pos_only
POS_DRAMP_DRAMP03222	train	5	5	0	pos_only
POS_DRAMP_DRAMP03226	test	1	1	0	pos_only
POS_DRAMP_DRAMP03227	test	7	7	0	pos_only
POS_DRAMP_DRAMP03229	train	2	2	0	pos_only
POS_DRAMP_DRAMP03231	train	2	2	0	pos_only
POS_DRAMP_DRAMP03233	val	3	3	0	pos_only
POS_DRAMP_DRAMP03235	test	2	2	0	pos_only
POS_DRAMP_DRAMP03250	train	15	15	0	pos_only
POS_DRAMP_DRAMP03253	train	2	2	0	pos_only
POS_DRAMP_DRAMP03255	test	1	1	0	pos_only
POS_DRAMP_DRAMP03256	train	1	1	0	pos_only
POS_DRAMP_DRAMP03257	train	1	1	0	pos_only
POS_DRAMP_DRAMP03258	train	1	1	0	pos_only
POS_DRAMP_DRAMP03260	train	11	11	0	pos_only
POS_DRAMP_DRAMP03278	test	4	4	0	pos_only
POS_DRAMP_DRAMP03279	train	6	6	0	pos_only
POS_DRAMP_DRAMP03286	val	6	6	0	pos_only
POS_DRAMP_DRAMP03289	test	4	4	0	pos_only
POS_DRAMP_DRAMP03293	train	1	1	0	pos_only
POS_DRAMP_DRAMP03295	train	1	1	0	pos_only
POS_DRAMP_DRAMP03297	train	1	1	0	pos_only
POS_DRAMP_DRAMP03299	val	1	1	0	pos_only
POS_DRAMP_DRAMP03300	train	1	1	0	pos_only
POS_DRAMP_DRAMP03301	train	1	1	0	pos_only
POS_DRAMP_DRAMP03302	train	1	1	0	pos_only
POS_DRAMP_DRAMP03303	test	1	1	0	pos_only
POS_DRAMP_DRAMP03304	train	1	1	0	pos_only
POS_DRAMP_DRAMP03307	train	3	3	0	pos_only
POS_DRAMP_DRAMP03308	train	2	2	0	pos_only
POS_DRAMP_DRAMP03310	train	1	1	0	pos_only
POS_DRAMP_DRAMP03311	test	2	2	0	pos_only
POS_DRAMP_DRAMP03314	train	4	4	0	pos_only
POS_DRAMP_DRAMP03317	train	1	1	0	pos_only
POS_DRAMP_DRAMP03320	train	6	6	0	pos_only
POS_DRAMP_DRAMP03321	train	1	1	0	pos_only
POS_DRAMP_DRAMP03322	train	1	1	0	pos_only
POS_DRAMP_DRAMP03323	val	1	1	0	pos_only
POS_DRAMP_DRAMP03325	val	8	8	0	pos_only
POS_DRAMP_DRAMP03329	val	23	23	0	pos_only
POS_DRAMP_DRAMP03352	test	1	1	0	pos_only
POS_DRAMP_DRAMP03354	train	1	1	0	pos_only
POS_DRAMP_DRAMP03355	train	1	1	0	pos_only
POS_DRAMP_DRAMP03356	val	1	1	0	pos_only
POS_DRAMP_DRAMP03357	train	8	8	0	pos_only
POS_DRAMP_DRAMP03369	train	8	8	0	pos_only
POS_DRAMP_DRAMP03371	train	1	1	0	pos_only
POS_DRAMP_DRAMP03372	train	3	3	0	pos_only
POS_DRAMP_DRAMP03374	train	1	1	0	pos_only
POS_DRAMP_DRAMP03376	train	6	6	0	pos_only
POS_DRAMP_DRAMP03382	test	2	2	0	pos_only
POS_DRAMP_DRAMP03389	train	8	8	0	pos_only
POS_DRAMP_DRAMP03394	test	2	2	0	pos_only
POS_DRAMP_DRAMP03396	test	2	2	0	pos_only
POS_DRAMP_DRAMP03398	train	2	2	0	pos_only
POS_DRAMP_DRAMP03403	train	1	1	0	pos_only
POS_DRAMP_DRAMP03412	train	19	19	0	pos_only
POS_DRAMP_DRAMP03414	train	4	4	0	pos_only
POS_DRAMP_DRAMP03415	train	6	6	0	pos_only
POS_DRAMP_DRAMP03437	test	1	1	0	pos_only
POS_DRAMP_DRAMP03439	train	4	4	0	pos_only
POS_DRAMP_DRAMP03440	test	15	15	0	pos_only
POS_DRAMP_DRAMP03442	val	12	12	0	pos_only
POS_DRAMP_DRAMP03443	train	5	5	0	pos_only
POS_DRAMP_DRAMP03450	test	13	13	0	pos_only
POS_DRAMP_DRAMP03452	train	5	5	0	pos_only
POS_DRAMP_DRAMP03454	train	4	4	0	pos_only
POS_DRAMP_DRAMP03455	train	3	3	0	pos_only
POS_DRAMP_DRAMP03457	train	1	1	0	pos_only
POS_DRAMP_DRAMP03458	train	1	1	0	pos_only
POS_DRAMP_DRAMP03463	train	7	7	0	pos_only
POS_DRAMP_DRAMP03464	val	1	1	0	pos_only
POS_DRAMP_DRAMP03465	train	1	1	0	pos_only
POS_DRAMP_DRAMP03466	train	1	1	0	pos_only
POS_DRAMP_DRAMP03467	train	1	1	0	pos_only
POS_DRAMP_DRAMP03468	train	1	1	0	pos_only
POS_DRAMP_DRAMP03469	val	1	1	0	pos_only
POS_DRAMP_DRAMP03473	train	1	1	0	pos_only
POS_DRAMP_DRAMP03474	val	1	1	0	pos_only
POS_DRAMP_DRAMP03476	train	1	1	0	pos_only
POS_DRAMP_DRAMP03477	train	1	1	0	pos_only
POS_DRAMP_DRAMP03478	train	1	1	0	pos_only
POS_DRAMP_DRAMP03482	test	3	3	0	pos_only
POS_DRAMP_DRAMP03483	test	1	1	0	pos_only
POS_DRAMP_DRAMP03484	train	1	1	0	pos_only
POS_DRAMP_DRAMP03487	train	1	1	0	pos_only
POS_DRAMP_DRAMP03488	train	4	4	0	pos_only
POS_DRAMP_DRAMP03489	train	6	1	5	mixed
POS_DRAMP_DRAMP03490	train	1	1	0	pos_only
POS_DRAMP_DRAMP03491	train	1	1	0	pos_only
POS_DRAMP_DRAMP03495	train	4	4	0	pos_only
POS_DRAMP_DRAMP03499	train	1	1	0	pos_only
POS_DRAMP_DRAMP03506	train	1	1	0	pos_only
POS_DRAMP_DRAMP03508	train	1	1	0	pos_only
POS_DRAMP_DRAMP03514	train	10	10	0	pos_only
POS_DRAMP_DRAMP03519	train	1	1	0	pos_only
POS_DRAMP_DRAMP03521	train	1	1	0	pos_only
POS_DRAMP_DRAMP03522	train	1	1	0	pos_only
POS_DRAMP_DRAMP03523	train	1	1	0	pos_only
POS_DRAMP_DRAMP03524	train	1	1	0	pos_only
POS_DRAMP_DRAMP03525	test	1	1	0	pos_only
POS_DRAMP_DRAMP03526	test	1	1	0	pos_only
POS_DRAMP_DRAMP03534	val	1	1	0	pos_only
POS_DRAMP_DRAMP03535	train	3	3	0	pos_only
POS_DRAMP_DRAMP03539	train	1	1	0	pos_only
POS_DRAMP_DRAMP03540	val	1	1	0	pos_only
POS_DRAMP_DRAMP03542	test	1	1	0	pos_only
POS_DRAMP_DRAMP03545	train	1	1	0	pos_only
POS_DRAMP_DRAMP03546	val	2	2	0	pos_only
POS_DRAMP_DRAMP03548	train	1	1	0	pos_only
POS_DRAMP_DRAMP03551	val	2	2	0	pos_only
POS_DRAMP_DRAMP03552	train	16	16	0	pos_only
POS_DRAMP_DRAMP03557	train	5	5	0	pos_only
POS_DRAMP_DRAMP03562	train	1	1	0	pos_only
POS_DRAMP_DRAMP03566	train	1	1	0	pos_only
POS_DRAMP_DRAMP03586	train	14	14	0	pos_only
POS_DRAMP_DRAMP03587	train	1	1	0	pos_only
POS_DRAMP_DRAMP03588	train	1	1	0	pos_only
POS_DRAMP_DRAMP03590	train	1	1	0	pos_only
POS_DRAMP_DRAMP03629	train	2	2	0	pos_only
POS_DRAMP_DRAMP03633	val	6	4	2	mixed
POS_DRAMP_DRAMP03636	train	1	1	0	pos_only
POS_DRAMP_DRAMP03638	train	1	1	0	pos_only
POS_DRAMP_DRAMP03639	train	1	1	0	pos_only
POS_DRAMP_DRAMP03647	train	1	1	0	pos_only
POS_DRAMP_DRAMP03652	train	2	2	0	pos_only
POS_DRAMP_DRAMP03654	train	3	3	0	pos_only
POS_DRAMP_DRAMP03656	train	1	1	0	pos_only
POS_DRAMP_DRAMP03659	train	2	2	0	pos_only
POS_DRAMP_DRAMP03660	train	1	1	0	pos_only
POS_DRAMP_DRAMP03661	train	1	1	0	pos_only
POS_DRAMP_DRAMP03665	train	1	1	0	pos_only
POS_DRAMP_DRAMP03666	train	1	1	0	pos_only
POS_DRAMP_DRAMP03667	val	1	1	0	pos_only
POS_DRAMP_DRAMP03668	train	3	3	0	pos_only
POS_DRAMP_DRAMP03671	train	1	1	0	pos_only
POS_DRAMP_DRAMP03674	train	1	1	0	pos_only
POS_DRAMP_DRAMP03682	val	1	1	0	pos_only
POS_DRAMP_DRAMP03683	train	1	1	0	pos_only
POS_DRAMP_DRAMP03684	train	1	1	0	pos_only
POS_DRAMP_DRAMP03687	train	6	6	0	pos_only
POS_DRAMP_DRAMP03689	train	1	1	0	pos_only
POS_DRAMP_DRAMP03690	train	2	2	0	pos_only
POS_DRAMP_DRAMP03692	val	1	1	0	pos_only
POS_DRAMP_DRAMP03696	val	1	1	0	pos_only
POS_DRAMP_DRAMP03698	train	3	3	0	pos_only
POS_DRAMP_DRAMP03699	train	7	3	4	mixed
POS_DRAMP_DRAMP03700	val	2	2	0	pos_only
POS_DRAMP_DRAMP03701	train	1	1	0	pos_only
POS_DRAMP_DRAMP03703	train	2	2	0	pos_only
POS_DRAMP_DRAMP03704	train	1	1	0	pos_only
POS_DRAMP_DRAMP03707	test	4	4	0	pos_only
POS_DRAMP_DRAMP03712	train	1	1	0	pos_only
POS_DRAMP_DRAMP03713	train	1	1	0	pos_only
POS_DRAMP_DRAMP03714	train	19	19	0	pos_only
POS_DRAMP_DRAMP03715	train	1	1	0	pos_only
POS_DRAMP_DRAMP03717	train	1	1	0	pos_only
POS_DRAMP_DRAMP03718	train	1	1	0	pos_only
POS_DRAMP_DRAMP03722	train	1	1	0	pos_only
POS_DRAMP_DRAMP03725	train	1	1	0	pos_only
POS_DRAMP_DRAMP03726	test	1	1	0	pos_only
POS_DRAMP_DRAMP03727	test	7	7	0	pos_only
POS_DRAMP_DRAMP03728	train	8	8	0	pos_only
POS_DRAMP_DRAMP03733	test	1	1	0	pos_only
POS_DRAMP_DRAMP03739	test	1	1	0	pos_only
POS_DRAMP_DRAMP03743	train	1	1	0	pos_only
POS_DRAMP_DRAMP03745	test	1	1	0	pos_only
POS_DRAMP_DRAMP03746	train	1	1	0	pos_only
POS_DRAMP_DRAMP03749	val	5	5	0	pos_only
POS_DRAMP_DRAMP03750	train	1	1	0	pos_only
POS_DRAMP_DRAMP03751	train	1	1	0	pos_only
POS_DRAMP_DRAMP03753	train	4	4	0	pos_only
POS_DRAMP_DRAMP03756	train	1	1	0	pos_only
POS_DRAMP_DRAMP03757	train	1	1	0	pos_only
POS_DRAMP_DRAMP03759	train	3	3	0	pos_only
POS_DRAMP_DRAMP03768	train	1	1	0	pos_only
POS_DRAMP_DRAMP03769	train	9	9	0	pos_only
POS_DRAMP_DRAMP03772	train	1	1	0	pos_only
POS_DRAMP_DRAMP03777	train	1	1	0	pos_only
POS_DRAMP_DRAMP03778	test	1	1	0	pos_only
POS_DRAMP_DRAMP03780	train	2	2	0	pos_only
POS_DRAMP_DRAMP03781	train	16	16	0	pos_only
POS_DRAMP_DRAMP03782	train	1	1	0	pos_only
POS_DRAMP_DRAMP03787	val	4	4	0	pos_only
POS_DRAMP_DRAMP03788	train	2	2	0	pos_only
POS_DRAMP_DRAMP03789	train	1	1	0	pos_only
POS_DRAMP_DRAMP03791	train	1	1	0	pos_only
POS_DRAMP_DRAMP03793	train	3	3	0	pos_only
POS_DRAMP_DRAMP03795	val	1	1	0	pos_only
POS_DRAMP_DRAMP03797	test	15	15	0	pos_only
POS_DRAMP_DRAMP03798	test	1	1	0	pos_only
POS_DRAMP_DRAMP03799	train	1	1	0	pos_only
POS_DRAMP_DRAMP03802	test	8	8	0	pos_only
POS_DRAMP_DRAMP03803	train	3	3	0	pos_only
POS_DRAMP_DRAMP03807	train	1	1	0	pos_only
POS_DRAMP_DRAMP03808	train	1	1	0	pos_only
POS_DRAMP_DRAMP03809	train	6	6	0	pos_only
